Date,PlantID,ProductID,ScenarioID,ProducedUnits,DefectiveUnits,GoodUnits,UnitsSold,SellingPricePerUnit,DiscountPct,RawMaterialCostPerUnit,LaborCostPerUnit,OverheadCostPerUnit,EnergyCostPerUnit,MaintenanceCostPerUnit,DowntimeHours,GrossRevenue,DiscountAmount,NetRevenue,RawMaterialCostTotal,LaborCostTotal,OverheadCostTotal,EnergyCostTotal,MaintenanceCostTotal,DefectLoss,TotalCost,Profit,EfficiencyPct,CapacityUtilizationPct
2024-03-18,P01,PR02,S00,368,10,358,342,6202.62,0.0305,2541.48,836.73,591.68,71.39,47.09,3.22,2121296.04,64699.53,2056596.51,935264.64,307916.64,217738.24,26271.52,17329.12,35852.98,1540373.14,516223.37,0.8423,0.9064
2024-03-18,P01,PR03,S00,337,10,327,313,9363.45,0.0382,4556.95,1194.67,809.15,120.45,74.97,2.65,2930759.85,111955.03,2818804.82,1535692.15,402603.79,272683.55,40591.65,25264.89,60348.23,2337184.26,481620.56,0.8632,1
2024-03-18,P01,PR04,S00,356,9,347,320,7377.28,0.0237,3248.11,898.44,652.63,93.55,49.82,3.17,2360729.6,55949.29,2304780.31,1156327.16,319844.64,232336.28,33303.8,17735.92,39374.73,1798922.53,505857.78,0.846,0.9443
2024-03-18,P02,PR01,S00,284,9,275,253,8576.78,0.0157,3891.8,970.28,736.28,104.94,57.25,1.99,2169925.34,34067.83,2135857.51,1105271.2,275559.52,209103.52,29802.96,16259.0,46078.0,1682074.2,453783.31,0.888,0.9467
2024-03-18,P02,PR02,S00,347,8,339,326,6311.18,0.0482,2855.02,866.79,572.62,76.43,51.97,4.21,2057444.68,99168.83,1958275.85,990691.94,300776.13,198699.14,26521.21,18033.59,31377.82,1566099.83,392176.02,0.8056,0.9914
2024-03-18,P02,PR03,S00,321,12,309,301,9860.64,0.0384,4498.25,1147.15,800.76,131.69,61.69,4.22,2968052.64,113973.22,2854079.42,1443938.25,368235.15,257043.96,42272.49,19802.49,71107.99,2202400.33,651679.09,0.7934,1
2024-03-18,P02,PR04,S00,332,4,328,297,6901.23,0.0707,3279.15,889.17,635.41,93.77,52.45,1.95,2049665.31,144911.34,1904753.97,1088677.8,295204.44,210956.12,31131.64,17413.4,17562.85,1660946.25,243807.72,0.9077,1
2024-03-18,P03,PR01,S00,341,6,335,318,8314.22,0.017,3904.42,941.96,740.2,107.42,55.63,2.81,2643921.96,44946.67,2598975.29,1331407.22,321208.36,252408.2,36630.22,18969.83,30632.7,1991256.53,607718.76,0.8674,1
2024-03-18,P03,PR02,S00,346,9,337,317,6503.49,0.0209,2559.19,840.89,590.17,77.52,42.01,3.19,2061606.33,43087.57,2018518.76,885479.74,290947.94,204198.82,26821.92,14535.46,32459.76,1454443.64,564075.12,0.8445,0.9153
2024-03-18,P03,PR03,S00,320,11,309,297,9962.43,0.0202,4491.33,1191.56,771.07,126.31,75.21,1.0,2958841.71,59768.6,2899073.11,1437225.6,381299.2,246742.4,40419.2,24067.2,65480.41,2195234.01,703839.1,0.9254,1
2024-03-18,P03,PR04,S00,347,8,339,313,7067.21,0.0308,3031.85,878.87,640.12,92.04,50.0,3.3,2212036.73,68130.73,2143906.0,1052051.95,304967.89,222121.64,31937.88,17350.0,33078.1,1661507.46,482398.54,0.8426,0.9886
2024-03-19,P01,PR01,S00,395,6,389,382,8279.85,0.0435,3961.64,992.19,733.07,106.34,54.02,2.47,3162902.7,137586.27,3025316.43,1564847.8,391915.05,289562.65,42004.3,21337.9,31262.43,2340930.13,684386.3,0.8835,1
2024-03-19,P01,PR02,S00,400,7,393,358,6585.75,0.0,2836.1,885.99,572.02,79.67,47.89,2.68,2357698.5,0.0,2357698.5,1134440.0,354396.0,228808.0,31868.0,19156.0,27456.08,1796124.08,561574.42,0.8728,0.9852
2024-03-19,P01,PR03,S00,382,16,366,360,9947.61,0.0,4192.49,1183.46,803.99,117.85,65.74,3.61,3581139.6,0.0,3581139.6,1601531.18,452081.72,307124.18,45018.7,25112.68,90517.54,2521386.0,1059753.6,0.814,1
2024-03-19,P01,PR04,S00,388,11,377,356,6946.61,0.0243,2979.98,928.15,642.9,90.18,44.54,0.27,2472993.16,60093.73,2412899.43,1156232.24,360122.2,249445.2,34989.84,17281.52,45464.6,1863535.6,549363.83,0.9607,1
2024-03-19,P02,PR01,S00,337,9,328,315,8628.06,0.0184,3978.52,993.3,693.87,108.62,58.77,1.48,2717838.9,50008.24,2667830.66,1340761.24,334742.1,233834.19,36604.94,19805.49,46932.07,2012680.03,655150.63,0.9133,1
2024-03-19,P02,PR02,S00,333,11,322,315,6280.7,0.0231,2630.69,846.16,564.5,71.9,47.7,2.6,1978420.5,45701.51,1932718.99,876019.77,281771.28,187978.5,23942.7,15884.1,40418.67,1426015.02,506703.97,0.8622,0.9514
2024-03-19,P02,PR03,S00,311,11,300,284,9930.0,0.0299,4329.08,1126.41,793.31,120.97,73.81,2.82,2820120.0,84321.59,2735798.41,1346343.88,350313.51,246719.41,37621.67,22954.91,63064.63,2067018.01,668780.4,0.8513,1
2024-03-19,P02,PR04,S00,305,13,292,283,7572.22,0.0128,3172.11,883.15,622.16,93.87,53.77,1.93,2142938.26,27429.61,2115508.65,967493.55,269360.75,189758.8,28630.35,16399.85,55549.21,1527192.51,588316.14,0.8804,0.9385
2024-03-19,P03,PR01,S00,314,6,308,292,9029.64,0.0633,3695.19,936.94,754.66,106.21,60.31,4.07,2636654.88,166900.25,2469754.63,1160289.66,294199.16,236963.24,33349.94,18937.34,29377.57,1773116.91,696637.72,0.8145,0.9691
2024-03-19,P03,PR02,S00,368,10,358,325,6474.48,0.0241,2810.63,854.72,572.86,77.61,50.45,2.27,2104206.0,50711.36,2053494.64,1034311.84,314536.96,210812.48,28560.48,18565.6,38658.51,1645445.87,408048.77,0.8808,0.9735
2024-03-19,P03,PR03,S00,364,11,353,329,9395.23,0.0415,4353.21,1162.15,788.27,124.51,68.66,2.15,3091030.67,128277.77,2962752.9,1584568.44,423022.6,286930.28,45321.64,24992.24,63703.8,2428539.0,534213.9,0.8829,1
2024-03-19,P03,PR04,S00,375,10,365,360,7183.24,0.0224,3277.9,930.18,620.1,96.67,54.74,0.8,2585966.4,57925.65,2528040.75,1229212.5,348817.5,232537.5,36251.25,20527.5,44251.15,1911597.4,616443.35,0.9409,1
2024-03-20,P01,PR01,S00,416,12,404,363,8395.99,0.0094,4021.49,941.66,710.1,117.39,63.97,3.45,3047744.37,28648.8,3019095.57,1672939.84,391730.56,295401.6,48834.24,26611.52,62540.22,2498057.98,521037.59,0.8316,1
2024-03-20,P01,PR02,S00,389,11,378,374,6579.01,0.0641,2777.78,824.72,566.09,79.69,42.15,3.71,2460549.74,157721.24,2302828.5,1080556.42,320816.08,220209.01,30999.41,16396.35,41806.95,1710784.22,592044.28,0.8215,0.9581
2024-03-20,P01,PR03,S00,343,12,331,309,9939.44,0.0238,4541.27,1132.07,785.28,122.82,66.22,1.59,3071286.96,73096.63,2998190.33,1557655.61,388300.01,269351.04,42127.26,22713.46,71378.26,2351525.64,646664.69,0.9011,1
2024-03-20,P01,PR04,S00,393,11,382,356,7220.92,0.0207,2945.4,881.09,648.65,87.38,45.75,1.41,2570647.52,53212.4,2517435.12,1157542.2,346268.37,254919.45,34340.34,17979.75,44588.69,1855638.8,661796.32,0.9149,1
2024-03-20,P02,PR01,S00,343,13,330,300,8709.75,0.0319,4033.39,975.07,728.31,113.2,65.89,1.59,2612925.0,83352.31,2529572.69,1383452.77,334449.01,249810.33,38827.6,22600.27,68423.79,2097563.77,432008.92,0.8984,1
2024-03-20,P02,PR02,S00,330,7,323,299,6336.69,0.0408,2826.17,877.73,559.77,83.03,44.23,2.6,1894670.31,77302.55,1817367.76,932636.1,289650.9,184724.1,27399.9,14595.9,27298.74,1476305.64,341062.12,0.8728,0.9429
2024-03-20,P02,PR03,S00,287,11,276,258,10293.53,0.0322,4360.47,1190.8,784.66,121.18,70.33,1.45,2655730.74,85514.53,2570216.21,1251454.89,341759.6,225197.42,34778.66,20184.71,64084.91,1937460.19,632756.02,0.9036,1
2024-03-20,P02,PR04,S00,298,9,289,286,7325.74,0.0552,3038.15,916.56,624.19,89.06,53.61,3.64,2095161.64,115652.92,1979508.72,905368.7,273134.88,186008.62,26539.88,15975.78,37558.59,1444586.45,534922.27,0.8227,0.9169
2024-03-20,P03,PR01,S00,320,5,315,306,8794.12,0.0248,3864.65,936.58,697.95,109.19,63.97,1.64,2691000.72,66736.82,2624263.9,1236688.0,299705.6,223344.0,34940.8,20470.4,25227.56,1840376.36,783887.54,0.9171,0.9877
2024-03-20,P03,PR02,S00,348,10,338,314,6134.42,0.0037,2772.22,888.42,551.69,73.9,51.64,1.3,1926207.88,7126.97,1919080.91,964732.56,309170.16,191988.12,25717.2,17970.72,38537.32,1548116.08,370964.83,0.9187,0.9206
2024-03-20,P03,PR03,S00,305,12,293,268,9634.98,0.0382,4307.71,1140.57,773.81,125.49,70.09,1.37,2582174.64,98639.07,2483535.57,1313851.55,347873.85,236012.05,38274.45,21377.45,68629.36,2026018.71,457516.86,0.9058,1
2024-03-20,P03,PR04,S00,329,9,320,290,6898.52,0.0231,3194.26,927.89,642.59,85.19,55.93,3.74,2000570.8,46213.19,1954357.61,1050911.54,305275.81,211412.11,28027.51,18400.97,39123.51,1653151.45,301206.16,0.8211,0.9373
2024-03-21,P01,PR01,S00,396,14,382,372,8450.93,0.0248,3845.32,960.44,700.89,105.11,54.82,3.05,3143745.96,77964.9,3065781.06,1522746.72,380334.24,277552.44,41623.56,21708.72,70715.0,2314680.68,751100.38,0.8421,1
2024-03-21,P01,PR02,S00,389,8,381,353,6049.49,0.0209,2852.74,862.65,571.82,85.33,47.3,1.72,2135469.97,44631.32,2090838.65,1109715.86,335570.85,222437.98,33193.37,18399.7,31324.22,1750641.98,340196.67,0.9092,0.9581
2024-03-21,P01,PR03,S00,350,12,338,316,9711.81,0.0281,4294.46,1205.22,803.59,117.05,66.54,3.25,3068931.96,86236.99,2982694.97,1503061.0,421827.0,281256.5,40967.5,23289.0,69371.24,2339772.24,642922.73,0.8349,1
2024-03-21,P01,PR04,S00,401,9,392,382,7612.85,0.0245,2944.95,885.19,652.22,84.55,45.38,2.08,2908108.7,71248.66,2836860.04,1180924.95,354961.19,261540.22,33904.55,18197.38,36525.75,1886054.04,950806.0,0.8928,1
2024-03-21,P02,PR01,S00,292,7,285,276,8807.27,0.0378,3809.19,945.17,705.57,102.59,55.88,1.44,2430806.52,91884.49,2338922.03,1112283.48,275989.64,206026.44,29956.28,16316.96,35009.17,1675581.97,663340.06,0.9175,0.9733
2024-03-21,P02,PR02,S00,337,9,328,316,6508.24,0.0359,2793.38,861.6,576.19,81.21,44.28,3.73,2056603.84,73832.08,1982771.76,941369.06,290359.2,194176.03,27367.77,14922.36,34709.82,1502904.24,479867.52,0.822,0.9629
2024-03-21,P02,PR03,S00,313,11,302,300,9397.79,0.0534,4380.91,1185.13,768.74,126.77,63.57,0.43,2819337.0,150552.6,2668784.4,1371224.83,370945.69,240615.62,39679.01,19897.41,64186.09,2106548.65,562235.75,0.9476,1
2024-03-21,P02,PR04,S00,317,9,308,289,6975.21,0.0343,3226.49,908.08,653.3,92.37,50.42,3.06,2015835.69,69143.16,1946692.53,1022797.33,287861.36,207096.1,29281.29,15983.14,39269.02,1602288.24,344404.29,0.8477,0.9754
2024-03-21,P03,PR01,S00,336,10,326,321,8912.59,0.0145,3869.46,970.92,696.29,109.11,55.27,1.51,2860941.39,41483.65,2819457.74,1300138.56,326229.12,233953.44,36660.96,18570.72,50840.82,1966393.62,853064.12,0.9092,1
2024-03-21,P03,PR02,S00,378,9,369,340,6305.78,0.0173,2842.17,887.54,582.97,84.65,43.12,2.02,2143965.2,37090.6,2106874.6,1074340.26,335490.12,220362.66,31997.7,16299.36,35403.75,1713893.85,392980.75,0.894,1.0
2024-03-21,P03,PR03,S00,335,11,324,304,9472.08,0.0726,4344.51,1132.77,812.45,123.2,64.96,2.26,2879512.32,209052.59,2670459.73,1455410.85,379477.95,272170.75,41272.0,21761.6,63378.01,2233471.16,436988.57,0.8761,1
2024-03-21,P03,PR04,S00,326,8,318,296,7282.85,0.0367,2996.91,918.28,662.27,83.64,53.42,3.21,2155723.6,79115.06,2076608.54,976992.66,299359.28,215900.02,27266.64,17414.92,33175.88,1570109.4,506499.14,0.845,0.9288
2024-03-22,P01,PR01,S00,419,10,409,392,8650.93,0.0344,4014.44,927.39,697.04,115.8,56.93,1.54,3391164.56,116656.06,3274508.5,1682050.36,388576.41,292059.76,48520.2,23853.67,51857.94,2486918.34,787590.16,0.9135,1
2024-03-22,P01,PR02,S00,391,13,378,361,6515.88,0.0511,2633.23,876.99,585.22,73.57,48.34,3.32,2352232.68,120199.09,2232033.59,1029592.93,342903.09,228821.02,28765.87,18900.94,48295.61,1697279.46,534754.13,0.833,0.9631
2024-03-22,P01,PR03,S00,400,11,389,356,10154.47,0.0415,4624.76,1128.98,778.61,135.41,67.51,1.7,3614991.32,150022.14,3464969.18,1849904.0,451592.0,311444.0,54164.0,27004.0,66288.79,2760396.79,704572.39,0.9036,1
2024-03-22,P01,PR04,S00,430,14,416,391,7366.56,0.0408,3037.12,909.03,619.65,87.17,48.28,2.17,2880324.96,117517.26,2762807.7,1305961.6,390882.9,266449.5,37483.1,20760.4,58282.38,2079819.88,682987.82,0.88,1
2024-03-22,P02,PR01,S00,309,9,300,284,8772.87,0.0564,4163.59,993.36,730.14,119.93,68.27,1.43,2491495.08,140520.32,2350974.76,1286549.31,306948.24,225613.26,37058.37,21095.43,48712.49,1925977.1,424997.66,0.913,1
2024-03-22,P02,PR02,S00,338,5,333,321,6371.63,0.0366,2669.51,848.18,549.85,74.8,44.38,1.04,2045293.23,74857.73,1970435.5,902294.38,286684.84,185849.3,25282.4,15000.44,18550.69,1433662.05,536773.45,0.9425,0.9657
2024-03-22,P02,PR03,S00,312,10,302,287,10385.74,0.0487,4268.77,1184.28,773.23,119.2,68.46,2.12,2980707.38,145160.45,2835546.93,1331856.24,369495.36,241247.76,37190.4,21359.52,57236.81,2058386.09,777160.84,0.8824,1
2024-03-22,P02,PR04,S00,291,8,283,264,7040.98,0.0412,3273.6,916.69,614.13,89.75,52.08,1.87,1858818.72,76583.33,1782235.39,952617.6,266756.79,178711.83,26117.25,15155.28,35241.88,1474600.63,307634.76,0.8967,0.8954
2024-03-22,P03,PR01,S00,320,8,312,299,9194.38,0.0483,4149.59,997.29,723.97,116.17,62.57,1.97,2749119.62,132782.48,2616337.14,1327868.8,319132.8,231670.4,37174.4,20022.4,43202.16,1979070.96,637266.18,0.895,0.9877
2024-03-22,P03,PR02,S00,400,10,390,352,6004.98,0.0078,2827.71,834.92,575.43,84.34,41.96,0.59,2113752.96,16487.27,2097265.69,1131084.0,333968.0,230172.0,33736.0,16784.0,38640.31,1784384.31,312881.38,0.951,1
2024-03-22,P03,PR03,S00,330,11,319,306,9377.19,0.0504,4727.42,1133.36,808.85,124.08,77.59,2.37,2869420.14,144618.78,2724801.36,1560048.6,374008.8,266920.5,40946.4,25604.7,67582.65,2335111.65,389689.71,0.8712,1
2024-03-22,P03,PR04,S00,386,9,377,371,7304.78,0.0566,3282.64,910.18,660.52,92.2,56.61,2.85,2710073.38,153390.15,2556683.23,1267099.04,351329.48,254960.72,35589.2,21851.46,39816.02,1970645.92,586037.31,0.8607,1
2024-03-23,P01,PR01,S00,349,11,338,320,8962.61,0.049,3821.03,936.6,730.09,103.55,61.88,3.74,2868035.2,140533.72,2727501.48,1333539.47,326873.4,254801.41,36138.95,21596.12,55144.78,2028094.13,699407.35,0.8176,1
2024-03-23,P01,PR02,S00,380,11,369,344,6221.63,0.0352,2715.28,871.85,580.6,77.37,41.43,2.69,2140240.72,75336.47,2064904.25,1031806.4,331303.0,220628.0,29400.6,15743.4,41693.74,1670575.14,394329.11,0.8622,0.936
2024-03-23,P01,PR03,S00,294,9,285,272,10351.1,0.0378,4290.73,1149.96,777.25,124.18,63.38,2.13,2815499.2,106425.87,2709073.33,1261474.62,338088.24,228511.5,36508.92,18633.72,51414.55,1934631.55,774441.78,0.8834,0.9216
2024-03-23,P01,PR04,S00,368,7,361,331,7438.62,0.0098,2959.8,876.84,635.96,81.29,44.08,0.62,2462183.22,24129.4,2438053.82,1089206.4,322677.12,234033.28,29914.72,16221.44,28414.58,1720467.54,717586.28,0.9556,0.9761
2024-03-23,P02,PR01,S00,263,9,254,249,8434.5,0.0285,3815.5,958.73,723.55,105.75,60.8,2.29,2100190.5,59855.43,2040335.07,1003476.5,252145.99,190293.65,27812.25,15990.4,45247.25,1534966.04,505369.03,0.8736,0.8767
2024-03-23,P02,PR02,S00,286,5,281,253,6563.46,0.0142,2652.37,861.08,570.98,77.97,43.16,3.54,1660555.38,23579.89,1636975.49,758577.82,246268.88,163300.28,22299.42,12343.76,18566.46,1221356.62,415618.87,0.8376,0.8171
2024-03-23,P02,PR03,S00,277,9,268,259,9853.06,0.0478,4218.45,1186.65,789.04,118.56,59.84,2.38,2551942.54,121982.85,2429959.69,1168510.65,328702.05,218564.08,32841.12,16575.68,51131.38,1816324.96,613634.73,0.8716,1
2024-03-23,P02,PR04,S00,258,7,251,229,7304.76,0.0269,3055.09,900.21,631.95,81.94,52.21,0.8,1672790.04,44998.05,1627791.99,788213.22,232254.18,163043.1,21140.52,13470.18,29235.38,1247356.58,380435.41,0.9404,0.7938
2024-03-23,P03,PR01,S00,313,9,304,285,8585.32,0.0309,4142.32,944.78,717.88,111.38,54.61,2.28,2446816.2,75606.62,2371209.58,1296546.16,295716.14,224696.44,34861.94,17092.93,48045.22,1916958.83,454250.75,0.879,0.966
2024-03-23,P03,PR02,S00,342,6,336,316,6261.74,0.0403,2806.96,841.68,568.26,78.22,48.03,1.87,1978709.84,79742.01,1898967.83,959980.32,287854.56,194344.92,26751.24,16426.26,23085.19,1508442.49,390525.34,0.9059,0.9048
2024-03-23,P03,PR03,S00,278,9,269,261,10281.13,0.0193,4608.06,1203.27,809.7,121.45,72.11,4.01,2683374.93,51789.14,2631585.79,1281040.68,334509.06,225096.6,33763.1,20046.58,54852.53,1949308.55,682277.24,0.806,0.936
2024-03-23,P03,PR04,S00,338,13,325,321,6997.18,0.0096,3293.83,927.13,620.15,91.03,58.69,2.16,2246094.78,21562.51,2224532.27,1113314.54,313369.94,209610.7,30768.14,19837.22,57694.16,1744594.7,479937.57,0.875,0.963
2024-03-24,P01,PR01,S00,372,14,358,349,8703.99,0.0353,3756.52,988.6,705.14,100.36,54.99,1.64,3037692.51,107230.55,2930461.96,1397425.44,367759.2,262312.08,37333.92,20456.28,69886.87,2155173.79,775288.17,0.8966,1
2024-03-24,P01,PR02,S00,336,9,327,315,6571.05,0.041,2648.43,856.96,569.13,75.59,46.75,2.23,2069880.75,84865.11,1985015.64,889872.48,287938.56,191227.68,25398.24,15708.0,33341.27,1443486.23,541529.41,0.8828,0.8276
2024-03-24,P01,PR03,S00,336,10,326,319,10071.31,0.0356,4239.97,1185.7,789.4,123.79,74.35,3.34,3212747.89,114373.82,3098374.07,1424629.92,398395.2,265238.4,41593.44,24981.6,57019.6,2211858.16,886515.91,0.8352,1
2024-03-24,P01,PR04,S00,369,9,360,337,6896.75,0.0193,3101.25,926.31,638.13,85.26,52.12,1.8,2324204.75,44857.15,2279347.6,1144361.25,341808.39,235469.97,31460.94,19232.28,38258.15,1810590.98,468756.62,0.9024,0.9788
2024-03-24,P02,PR01,S00,291,10,281,274,8849.31,0.0354,4007.49,931.99,699.5,108.19,59.23,1.64,2424710.94,85834.77,2338876.17,1166179.59,271209.09,203554.5,31483.29,17235.93,51843.05,1741505.45,597370.72,0.8997,0.97
2024-03-24,P02,PR02,S00,281,6,275,254,6253.06,0.022,2802.54,826.87,581.94,79.17,41.93,0.2,1588277.24,34942.1,1553335.14,787513.74,232350.47,163525.14,22246.77,11782.33,22998.53,1240416.98,312918.16,0.9705,0.8029
2024-03-24,P02,PR03,S00,272,8,264,239,10049.58,0.059,4624.87,1116.62,794.99,130.7,68.31,2.71,2401849.62,141709.13,2260140.49,1257964.64,303720.64,216237.28,35550.4,18580.32,48157.89,1880211.17,379929.32,0.861,0.9891
2024-03-24,P02,PR04,S00,279,4,275,257,7450.92,0.0383,3027.52,891.62,649.49,87.86,52.95,3.27,1914886.44,73340.15,1841546.29,844678.08,248761.98,181207.71,24512.94,14773.05,16585.85,1330519.61,511026.68,0.8514,0.8585
2024-03-24,P03,PR01,S00,304,10,294,273,8777.02,0.0176,4176.37,961.91,708.19,119.37,57.2,1.49,2396126.46,42171.83,2353954.63,1269616.48,292420.64,215289.76,36288.48,17388.8,53861.46,1884865.62,469089.01,0.9071,0.9383
2024-03-24,P03,PR02,S00,313,10,303,278,6548.29,0.0269,2770.26,855.44,563.58,76.67,41.69,3.39,1820424.62,48969.42,1771455.2,867091.38,267752.72,176400.54,23997.71,13048.97,38229.53,1386520.85,384934.35,0.8313,0.828
2024-03-24,P03,PR03,S00,291,13,278,268,9582.01,0.0284,4633.77,1165.43,773.49,126.99,62.99,0.93,2567978.68,72930.59,2495048.09,1348427.07,339140.13,225085.59,36954.09,18330.09,78908.98,2046845.95,448202.14,0.9183,0.9798
2024-03-24,P03,PR04,S00,302,7,295,275,6869.0,0.0198,3200.85,890.9,622.23,85.99,53.9,2.84,1888975.0,37401.71,1851573.29,966656.7,269051.8,187913.46,25968.98,16277.8,30166.71,1496035.45,355537.84,0.8612,0.8604
2024-03-25,P01,PR01,S00,408,12,396,392,8924.37,0.036,4102.9,977.18,721.21,114.48,55.67,2.35,3498353.04,125940.71,3372412.33,1673983.2,398689.44,294253.68,46707.84,22713.36,63990.04,2500337.56,872074.77,0.8756,1
2024-03-25,P01,PR02,S00,408,14,394,378,6596.25,0.0678,2651.07,891.16,571.85,80.14,48.2,4.68,2493382.5,169051.33,2324331.17,1081636.56,363593.28,233314.8,32697.12,19665.6,52393.29,1783300.65,541030.52,0.7774,1
2024-03-25,P01,PR03,S00,372,13,359,331,10013.82,0.0562,4413.84,1126.21,806.8,120.48,65.05,5.18,3314574.42,186279.08,3128295.34,1641948.48,418950.12,300129.6,44818.56,24198.6,75691.59,2505736.95,622558.39,0.7568,1
2024-03-25,P01,PR04,S00,406,12,394,384,7136.4,0.0261,3095.13,927.77,631.84,90.95,54.19,1.85,2740377.6,71523.86,2668853.74,1256622.78,376674.62,256527.04,36925.7,22001.14,50928.53,1999679.81,669173.93,0.8956,1
2024-03-25,P02,PR01,S00,308,7,301,296,8914.05,0.0328,3691.63,952.99,701.94,101.25,58.76,2.42,2638558.8,86544.73,2552014.07,1137022.04,293520.92,216197.52,31185.0,18098.08,34232.09,1730255.65,821758.42,0.8787,1
2024-03-25,P02,PR02,S00,373,9,364,328,6209.95,0.0447,2541.37,844.07,593.44,76.6,44.28,3.91,2036863.6,91047.8,1945815.8,947931.01,314838.11,221353.12,28571.8,16516.44,32338.3,1561548.78,384267.02,0.8169,1
2024-03-25,P02,PR03,S00,315,13,302,298,9323.55,0.0275,4420.08,1158.0,817.71,119.99,72.37,2.58,2778417.9,76406.49,2702011.41,1392325.2,364770.0,257578.65,37796.85,22796.55,76235.62,2151502.87,550508.54,0.8557,1
2024-03-25,P02,PR04,S00,341,10,331,324,7606.44,0.0388,3158.16,913.42,639.19,86.5,57.14,3.7,2464486.56,95622.08,2368864.48,1076932.56,311476.22,217963.79,29496.5,19484.74,42952.97,1698306.78,670557.7,0.821,1
2024-03-25,P03,PR01,S00,349,12,337,324,8293.29,0.0286,3859.38,954.3,748.17,102.65,65.95,2.8,2687025.96,76848.94,2610177.02,1346923.62,333050.7,261111.33,35824.85,23016.55,60906.47,2060833.52,549343.5,0.853,1
2024-03-25,P03,PR02,S00,383,8,375,370,6076.27,0.0356,2728.71,882.28,561.33,74.98,51.58,2.62,2248219.9,80036.63,2168183.27,1045095.93,337913.24,214989.39,28717.34,19755.14,30459.64,1676930.68,491252.59,0.8722,1
2024-03-25,P03,PR03,S00,346,13,333,324,10101.75,0.0225,4595.07,1153.97,814.81,126.02,68.39,3.23,3272967.0,73641.76,3199325.24,1589894.22,399273.62,281924.26,43602.92,23662.94,78444.91,2416802.87,782522.37,0.8329,1
2024-03-25,P03,PR04,S00,337,13,324,315,7091.68,0.0098,3120.07,901.24,661.29,89.18,50.01,3.54,2233879.2,21892.02,2211987.18,1051463.59,303717.88,222854.73,30053.66,16853.37,55285.9,1680229.13,531758.05,0.8196,0.9601
2024-03-26,P01,PR01,S00,426,13,413,378,8541.01,0.0218,3916.01,934.59,725.34,108.76,61.51,0.26,3228501.78,70381.34,3158120.44,1668220.26,398135.34,308994.84,46331.76,26203.26,66358.1,2514243.56,643876.88,0.959,1
2024-03-26,P01,PR02,S00,462,8,454,435,6081.03,0.0464,2733.12,892.43,578.21,80.48,51.34,2.03,2645248.05,122739.51,2522508.54,1262701.44,412302.66,267133.02,37181.76,23719.08,30623.39,2033661.35,488847.19,0.8996,1
2024-03-26,P01,PR03,S00,366,15,351,331,9408.06,0.018,4670.46,1175.68,804.05,136.84,78.12,2.2,3114067.86,56053.22,3058014.64,1709388.36,430298.88,294282.3,50083.44,28591.92,91913.36,2604558.26,453456.38,0.8711,1
2024-03-26,P01,PR04,S00,379,7,372,340,7582.22,0.0574,3273.53,896.24,634.26,97.41,48.22,3.28,2577954.8,147974.61,2429980.19,1240667.87,339674.96,240384.54,36918.39,18275.38,30742.33,1906663.47,523316.72,0.8474,1
2024-03-26,P02,PR01,S00,321,12,309,307,9027.49,0.0524,3738.21,967.4,710.8,111.37,53.32,2.24,2771439.43,145223.43,2626216.0,1199965.41,310535.4,228166.8,35749.77,17115.72,59452.68,1850985.78,775230.22,0.8728,1
2024-03-26,P02,PR02,S00,339,9,330,298,6454.07,0.0346,2818.33,892.2,588.65,76.05,46.22,2.02,1923312.86,66546.62,1856766.24,955413.87,302455.8,199552.35,25780.95,15668.58,35249.02,1534120.57,322645.67,0.8915,0.9686
2024-03-26,P02,PR03,S00,293,9,284,276,10007.56,0.0318,4440.85,1182.29,788.82,123.07,75.24,2.1,2762086.56,87834.35,2674252.21,1301169.05,346410.97,231124.26,36059.51,22045.32,53093.04,1989902.15,684350.06,0.8845,1
2024-03-26,P02,PR04,S00,349,8,341,323,7354.51,0.053,3077.49,881.93,620.86,84.88,53.56,2.16,2375506.73,125901.86,2249604.87,1074044.01,307793.57,216680.14,29623.12,18692.44,33413.77,1680247.05,569357.82,0.8891,1
2024-03-26,P03,PR01,S00,379,12,367,344,8590.22,0.0578,3788.06,928.88,729.07,101.37,63.5,2.62,2955035.68,170801.06,2784234.62,1435674.74,352045.52,276317.53,38419.23,24066.5,59665.37,2186188.89,598045.73,0.8626,1
2024-03-26,P03,PR02,S00,380,10,370,343,6293.16,0.0466,2790.86,872.07,573.22,80.51,49.45,1.37,2158553.88,100588.61,2057965.27,1060526.8,331386.6,217823.6,30593.8,18791.0,38635.57,1697757.37,360207.9,0.9181,1
2024-03-26,P03,PR03,S00,319,12,307,287,9701.02,0.0258,4256.96,1173.82,798.59,119.25,64.31,2.05,2784192.74,71832.17,2712360.57,1357970.24,374448.58,254750.21,38040.75,20514.89,68523.44,2114248.11,598112.46,0.8802,1
2024-03-26,P03,PR04,S00,387,10,377,349,7144.31,0.0271,3160.3,875.02,636.78,87.62,51.37,4.29,2493364.19,67570.17,2425794.02,1223036.1,338632.74,246433.86,33908.94,19880.19,42581.93,1904473.76,521320.26,0.8,1
2024-03-27,P01,PR01,S00,381,7,374,371,8653.39,0.0283,3855.64,933.35,734.69,106.43,56.86,1.93,3210407.69,90854.54,3119553.15,1468998.84,355606.35,279916.89,40549.83,21663.66,35322.92,2202058.49,917494.66,0.9027,1
